Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
8/31/2017,89015,NV,Las Vegas,Clark,Henderson,1841,1235,0.008163265,0.026600166,0.036073826,12756
8/31/2017,94116,CA,San Francisco,San Francisco,San Francisco,1842,4079,0.001473116,0.005422726,-0.062083238,13565
8/31/2017,92557,CA,Riverside,Riverside,Moreno Valley,1843,1761,0.006285714,0.017919075,0.042011834,13248
8/31/2017,14612,NY,Rochester,Monroe,Town of Greece,1844,1443,-0.001384083,0.004175365,0.043383948,11699
8/31/2017,30228,GA,Atlanta,Henry,Hampton,1845,1169,0.007758621,0.015638575,0.034513274,16664
8/31/2017,2920,RI,Providence,Providence,Cranston,1846,1556,-0.003841229,-0.018915511,-0.025062657,11028
8/31/2017,60302,IL,Chicago,Cook,Oak Park,1847,2016,0.000993049,0.01002004,-0.004444444,11494
8/31/2017,92262,CA,Riverside,Riverside,Palm Springs,1848,1939,0.002585315,0.012532637,0.058984162,17510
8/31/2017,32547,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,Wright,1849,1198,0.005033557,0.000835422,0.016115352,11525
8/31/2017,44146,OH,Cleveland,Cuyahoga,Bedford,1850,1087,-0.001836547,-0.006398537,-0.00911577,9607
8/31/2017,70058,LA,New Orleans,Jefferson,Harvey,1851,1329,0.010646388,0.031031808,-0.028508772,11268
8/31/2017,77096,TX,Houston,Harris,Houston,1852,2290,-0.012079379,-0.031302876,-0.06147541,8488
8/31/2017,20743,MD,Washington,Prince Georges,Coral Hills,1853,1698,0.007117438,0.009512485,0.02722323,13919
8/31/2017,23111,VA,Richmond,Hanover,Mechanicsville,1854,1439,0.006293706,0.020567376,0.013380282,14969
8/31/2017,80022,CO,Denver,Adams,Commerce City,1855,1722,0.00525394,0.018934911,0.025610482,13015
8/31/2017,64801,MO,Joplin,Jasper,Joplin,1856,758,0.014725569,0.044077135,0.02294197,7775
8/31/2017,43065,OH,Columbus,Delaware,Powell,1857,2235,-0.003566652,-0.002677376,-0.002232143,15802
8/31/2017,75060,TX,Dallas-Fort Worth,Dallas,Irving,1858,1442,0.004178273,0.019081272,0.061074319,11019
